type	name	mode	prot	user	group	size	last-modified	directories	files
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/login	0755	-rwxr-xr-x	root	root	51K	2018-01-26T00:09:22		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/loginctl	0755	-rwxr-xr-x	root	root	50K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ls	0755	-rwxr-xr-x	root	root	131K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/lsblk	0755	-rwxr-xr-x	root	root	82K	2018-03-16T07:47:34		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/lsmod	0777	lrwxrwxrwx	root	root	4	2018-01-29T00:34:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mkdir	0755	-rwxr-xr-x	root	root	78K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mknod	0755	-rwxr-xr-x	root	root	66K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mktemp	0755	-rwxr-xr-x	root	root	42K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/more	0755	-rwxr-xr-x	root	root	38K	2018-03-16T07:47:34		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mount	4755	-rwsr-xr-x	root	root	42K	2018-03-16T07:47:34		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mountpoint	0755	-rwxr-xr-x	root	root	14K	2018-03-16T07:47:34		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mt	0777	lrwxrwxrwx	root	root	20	2020-09-20T11:50:15		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mt-gnu	0755	-rwxr-xr-x	root	root	79K	2017-12-02T18:27:39		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/mv	0755	-rwxr-xr-x	root	root	134K	2018-01-18T18:43:49		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/nc	0777	lrwxrwxrwx	root	root	20	2020-09-20T11:50:16		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/nc.openbsd	0755	-rwxr-xr-x	root	root	34K	2017-12-04T07:01:07		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/netcat	0777	lrwxrwxrwx	root	root	24	2020-09-20T11:50:16		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/networkctl	0755	-rwxr-xr-x	root	root	42K	2018-04-21T01:55:56		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/nisdomainname	0777	lrwxrwxrwx	root	root	8	2018-01-31T21:08:15		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/open	0777	lrwxrwxrwx	root	root	6	2018-01-22T22:49:48		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/openvt	0755	-rwxr-xr-x	root	root	18K	2018-01-22T22:49:48		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/pidof	0777	lrwxrwxrwx	root	root	14	2017-11-02T06:00:29		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ping	4755	-rwsr-xr-x	root	root	63K	2017-03-10T07:42:04		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ping4	0777	lrwxrwxrwx	root	root	4	2017-03-10T07:42:04		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ping6	0777	lrwxrwxrwx	root	root	4	2017-03-10T07:42:04		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ps	0755	-rwxr-xr-x	root	root	130K	2018-01-18T07:35:48		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/pwd	0755	-rwxr-xr-x	root	root	34K	2018-01-18T18:43:49		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/rbash	0777	lrwxrwxrwx	root	root	4	2018-04-05T03:30:26		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/readlink	0755	-rwxr-xr-x	root	root	42K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/rm	0755	-rwxr-xr-x	root	root	62K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/rmdir	0755	-rwxr-xr-x	root	root	42K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/run-parts	0755	-rwxr-xr-x	root	root	18K	2017-12-31T03:15:02		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/sed	0755	-rwxr-xr-x	root	root	106K	2018-01-30T11:49:51		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/setfont	0755	-rwxr-xr-x	root	root	42K	2018-01-22T22:49:48		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/setupcon	0755	-rwxr-xr-x	root	root	38K	2018-04-19T15:53:32		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/sh	0777	lrwxrwxrwx	root	root	4	2020-09-20T11:49:57		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/sh.distrib	0777	lrwxrwxrwx	root	root	4	2018-01-25T16:14:33		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/sleep	0755	-rwxr-xr-x	root	root	34K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ss	0755	-rwxr-xr-x	root	root	137K	2018-02-27T00:21:30		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/stty	0755	-rwxr-xr-x	root	root	74K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/su	4755	-rwsr-xr-x	root	root	44K	2018-01-26T00:09:22		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/sync	0755	-rwxr-xr-x	root	root	34K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemctl	0755	-rwxr-xr-x	root	root	178K	2018-04-21T01:55:56		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd	0777	lrwxrwxrwx	root	root	20	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-ask-password	0755	-rwxr-xr-x	root	root	10K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-escape	0755	-rwxr-xr-x	root	root	14K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-hwdb	0755	-rwxr-xr-x	root	root	82K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-inhibit	0755	-rwxr-xr-x	root	root	14K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-machine-id-setup	0755	-rwxr-xr-x	root	root	18K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-notify	0755	-rwxr-xr-x	root	root	14K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-sysusers	0755	-rwxr-xr-x	root	root	42K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-tmpfiles	0755	-rwxr-xr-x	root	root	62K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/systemd-tty-ask-password-agent	0755	-rwxr-xr-x	root	root	26K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/tar	0755	-rwxr-xr-x	root	root	413K	2017-07-21T23:35:22		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/tempfile	0755	-rwxr-xr-x	root	root	9.9K	2017-12-31T03:15:02		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/touch	0755	-rwxr-xr-x	root	root	86K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/true	0755	-rwxr-xr-x	root	root	30K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/udevadm	0755	-rwxr-xr-x	root	root	570K	2018-04-21T01:55:56		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/umount	4755	-rwsr-xr-x	root	root	26K	2018-03-16T07:47:34		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/uname	0755	-rwxr-xr-x	root	root	34K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/uncompress	0755	-rwxr-xr-x	root	root	2.2K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/unicode_start	0755	-rwxr-xr-x	root	root	2.7K	2018-01-22T22:49:48		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/vdir	0755	-rwxr-xr-x	root	root	131K	2018-01-18T18:43:49		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/wdctl	0755	-rwxr-xr-x	root	root	30K	2018-03-16T07:47:34		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/which	0755	-rwxr-xr-x	root	root	946	2017-12-31T03:15:02		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/whiptail	0755	-rwxr-xr-x	root	root	26K	2018-01-13T01:42:24		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/ypdomainname	0777	lrwxrwxrwx	root	root	8	2018-01-31T21:08:15		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zcat	0755	-rwxr-xr-x	root	root	1.9K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zcmp	0755	-rwxr-xr-x	root	root	1.7K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zdiff	0755	-rwxr-xr-x	root	root	5.6K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zegrep	0755	-rwxr-xr-x	root	root	140	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zfgrep	0755	-rwxr-xr-x	root	root	140	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zforce	0755	-rwxr-xr-x	root	root	2.1K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zgrep	0755	-rwxr-xr-x	root	root	5.8K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zless	0755	-rwxr-xr-x	root	root	2.0K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/zmore	0755	-rwxr-xr-x	root	root	1.9K	2017-04-28T12:50:19		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/bin/znew	0755	-rwxr-xr-x	root	root	4.9K	2017-04-28T12:50:19		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/boot	0755	drwxr-xr-x	root	root	4.0K	2018-04-24T17:34:22		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/dev	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/console	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/fd	0777	lrwxrwxrwx	root	root	13	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/full	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/null	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/ptmx	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/pts	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/random	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/shm	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:49:45		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/stderr	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:49:45		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/stdin	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:49:45		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/stdout	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/tty	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/urandom	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
char	/home/aine/script-machines/vir-ubuntu-18-04-template/dev/zero	0666	crw-rw-rw-	root	root	0	2020-09-20T11:49:45		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/etc	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:50:30		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/.pwd.lock	0600	-rw-------	root	root	0	2020-09-20T11:49:58		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/X11	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:50:15		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/X11/xkb	0755	drwxr-xr-x	root	root	4.0K	2018-02-02T20:47:00		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/adduser.conf	0644	-rw-r--r--	root	root	3.0K	2020-09-20T11:50:01		
directory	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives	0755	drwxr-xr-x	root	root	4.0K	2020-09-20T11:50:28		
file	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/README	0644	-rw-r--r--	root	root	100	2018-04-16T11:25:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/awk	0777	lrwxrwxrwx	root	root	13	2020-09-20T11:49:47		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/awk.1.gz	0777	lrwxrwxrwx	root	root	29	2020-09-20T11:49:47		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/builtins.7.gz	0777	lrwxrwxrwx	root	root	38	2020-09-20T11:49:56		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor	0777	lrwxrwxrwx	root	root	17	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.1.gz	0777	lrwxrwxrwx	root	root	28	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.fr.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.it.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.ja.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.pl.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/editor.ru.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex	0777	lrwxrwxrwx	root	root	17	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.1.gz	0777	lrwxrwxrwx	root	root	28	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.fr.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.it.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.ja.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.pl.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/ex.ru.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:21		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzcat	0777	lrwxrwxrwx	root	root	14	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzcat.1.gz	0777	lrwxrwxrwx	root	root	30	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzcmp	0777	lrwxrwxrwx	root	root	14	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzcmp.1.gz	0777	lrwxrwxrwx	root	root	30	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzdiff	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzdiff.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzegrep	0777	lrwxrwxrwx	root	root	16	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzegrep.1.gz	0777	lrwxrwxrwx	root	root	32	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzfgrep	0777	lrwxrwxrwx	root	root	16	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzfgrep.1.gz	0777	lrwxrwxrwx	root	root	32	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzgrep	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzgrep.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzless	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzless.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzma	0777	lrwxrwxrwx	root	root	11	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzma.1.gz	0777	lrwxrwxrwx	root	root	27	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzmore	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/lzmore.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:17		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/mt	0777	lrwxrwxrwx	root	root	11	2020-09-20T11:50:15		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/mt.1.gz	0777	lrwxrwxrwx	root	root	31	2020-09-20T11:50:15		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/nawk	0777	lrwxrwxrwx	root	root	13	2020-09-20T11:49:47		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/nawk.1.gz	0777	lrwxrwxrwx	root	root	29	2020-09-20T11:49:47		
link	/home/aine/script-machines/vir-ubuntu-18-04-template/etc/alternatives/nc	0777	lrwxrwxrwx	root	root	15	2020-09-20T11:50:16		
